ProcesoSancionId,Expediente,ProcesoSancionTipoNombre,ProcesoSancionEstado,FechaInicio,FechaTermino,ConfirmaPdC,MultaTotalUTA,LinkSNIFA,UnidadFiscalizableId,Nombre,RegionNombre,ComunaNombre,Latitud,Longitud,CategoriaEconomicaNombre,SubCategoriaEconomicaNombre,LinkSNIFA_UF,FechaActualizacion,DuracionDias
3617,D-036-2024,Denuncia,Terminado - Sanción,2024-03-21,2024-12-24,No,2.4,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3617                          ,18418,CORPORACIÓN DEL DEPORTE SAN PEDRO DE ATACAMA,Región de Antofagasta,San Pedro de Atacama,-22.90876919748744,-68.19986189185286,Equipamiento,Centro deportivo / gimnasio,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/18418                         ,2026-09-12,278.0
3623,D-058-2024,Denuncia,Terminado - Sanción,2024-03-27,2025-10-10,No,3.9,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3623                          ,21206,VIZENTA RESTO BAR,Región Metropolitana,Huechuraba,-33.35405,-70.67047,Equipamiento,Restorán / Servicio de comidas,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/21206                         ,2026-09-12,562.0
3629,D-062-2024,Denuncia,Terminado - Sanción,2024-03-27,2026-06-25,No,1.5,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3629                          ,21381,Espacio Vicar Lican Ray,Región de la Araucanía,Villarrica,-39.473409,-72.168031,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/21381                         ,2026-09-12,820.0
3631,D-066-2024,Denuncia,Terminado - Sanción,2024-03-28,2024-11-15,No,22.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3631                          ,19792,FESILUZ-LA SERENA,Región de Coquimbo,La Serena,-29.898518,-71.254128,Otras categorías,Actividades y/o proyectos en sitios protegidos,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/19792                         ,2026-09-12,232.0
3638,D-071-2024,Denuncia,Terminado - Sanción,2024-03-26,2024-12-31,No,46.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3638                          ,22714,CLUB ORQUIDEA,Región de los Lagos,Puerto Varas,,,Equipamiento,Restorán / Servicio de comidas,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22714                         ,2026-09-12,280.0
3643,D-075-2024,Denuncia,Terminado - Sanción,2024-04-18,2026-06-24,No,1.7,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3643                          ,20177,QUINTA NEWKA,Región del Biobío,Los Ángeles,-37.47141,-72.347918,Equipamiento,Restorán / Servicio de comidas,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/20177                         ,2026-09-12,797.0
3645,D-076-2024,Denuncia,Terminado - Sanción,2024-04-25,2025-02-03,No,7.4,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3645                          ,21528,La Taberna,Región de Antofagasta,Antofagasta,-23.64835,-70.39559,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/21528                         ,2026-09-12,284.0
3646,D-079-2024,Denuncia,Terminado - Sanción,2024-04-25,2025-02-06,No,7.1,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3646                          ,16076,CLUB LOS ANGELES,Región de Atacama,Copiapó,-27.3989269,-70.29421059999999,Equipamiento,Establecimiento / Infraestructura para turismo,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/16076                         ,2026-09-12,287.0
3648,D-081-2024,Denuncia,Terminado - Sanción,2024-04-26,2024-09-11,No,3.1,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3648                          ,22161,Discoteca Tokio,Región de Los Ríos,Valdivia,-39.8165,-73.24333,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22161                         ,2026-09-12,138.0
3658,D-093-2024,Denuncia,Terminado - Sanción,2024-04-30,2025-05-05,No,3.7,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3658                          ,22805,RESTOBAR LA ROCCA BEACH,Región de Coquimbo,La Serena,-29.927198,-71.275784,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22805                         ,2026-09-12,370.0
3660,D-089-2024,Denuncia,Terminado - Sanción,2024-04-30,2025-04-23,No,49.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3660                          ,17487,Congelados Ñuble Spa (EX FROZEN FRUT),Región de Ñuble,San Carlos,-36.444648,-71.857631,Equipamiento,Otros equipamientos,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17487                         ,2026-09-12,358.0
3666,D-098-2024,Denuncia,Terminado - Sanción,2024-05-10,2025-05-13,No,1.4,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3666                          ,18408,MADERAS JV,Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,-45.5870255952789,-72.0112551974688,Instalación fabril,Planta procesadora de Madera (tratamiento / remanofacturación),http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/18408                         ,2026-09-12,368.0
3671,D-101-2024,Denuncia,Terminado - Sanción,2024-05-23,2025-02-27,No,89.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3671                          ,21309,Condominio Paseo San Carlos VII,Región de Coquimbo,Coquimbo,-29.9786,-71.2554,Vivienda e Inmobiliarios,Proyecto Inmobiliario,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/21309                         ,2026-09-12,280.0
3673,D-103-2024,Denuncia,Terminado - Sanción,2024-05-27,2025-03-03,No,2.5,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3673                          ,15759,PUB ENTRE JOTES,Región de Atacama,Caldera,-27.0668382,-70.8257858,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/15759                         ,2026-09-12,280.0
3678,D-107-2024,Denuncia,Terminado - Sanción,2024-05-29,2025-05-30,No,46.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3678                          ,19495,HOLLYWOOD BAR-VIÑA DEL MAR,Región de Valparaíso,Viña del Mar,-33.0171159960523,-71.5593187304677,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/19495                         ,2026-09-12,366.0
3680,D-111-2024,Denuncia,Terminado - Sanción,2024-05-30,2025-03-07,No,178.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3680                          ,22489,MEGAPROYECTO PAMPA NUEVA LOTE R-7,Región de Arica y Parinacota,Arica,-18.50049,-70.302392,Vivienda e Inmobiliarios,Conjunto habitacional,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22489                         ,2026-09-12,281.0
3682,F-006-2024,Fiscalización,Terminado - Sanción,2024-05-30,2025-03-06,No,1.1,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3682                          ,14155,LEÑERÍA SAN PABLO,Región del Libertador General Bernardo O'Higgins,Rancagua,-34.1536405,-70.7703992,Equipamiento,Centro de comercialización de leña,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14155                         ,2026-09-12,280.0
3685,D-114-2024,Denuncia,Terminado - Sanción,2024-05-30,2024-12-13,No,3.3,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3685                          ,21552,DISTRITO POP FOODTRUCKS - PROVIDENCIA,Región Metropolitana,Providencia,-33.44371,-70.6202,Equipamiento,Restorán / Servicio de comidas,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/21552                         ,2026-09-12,197.0
3695,D-123-2024,Denuncia,Terminado - Sanción,2024-05-31,2025-03-05,No,1.7,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3695                          ,19087,CLUB GALLOPER,Región del Biobío,Los Ángeles,-37.461392,-72.325245,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/19087                         ,2026-09-12,278.0
3703,D-131-2024,Denuncia,Terminado - Sanción,2024-06-26,2025-04-01,No,42.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3703                          ,14680,CLINICA INDISA,Región Metropolitana,Providencia,-33.4210873,-70.6184298,Equipamiento,Centro de salud humana,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14680                         ,2026-09-12,279.0
3711,D-138-2024,Denuncia,Terminado - Sanción,2024-06-28,2025-04-02,No,2.4,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3711                          ,20976,ESPACIO DE LA MUSICA,Región Metropolitana,Recoleta,-33.43482,-70.63724,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/20976                         ,2026-09-12,278.0
3713,D-139-2024,Denuncia,Terminado - Sanción,2024-06-28,2025-03-31,No,1.7,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3713                          ,22351,MUEBLERIA GONZALO JOFRE,Región del Biobío,Yumbel,-37.15842,-72.462694,Equipamiento,Taller,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22351                         ,2026-09-12,276.0
3715,D-137-2024,Denuncia,Terminado - Sanción,2024-06-28,2025-07-29,No,27.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3715                          ,19188,PF CHANG'S ISIDORA - LAS CONDES,Región Metropolitana,Las Condes,-33.41390105284449,-70.60017588386131,Equipamiento,Restorán / Servicio de comidas,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/19188                         ,2026-09-12,396.0
3723,D-146-2024,Denuncia,Terminado - Sanción,2024-06-28,2025-04-03,No,5.5,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3723                          ,13957,SUNSET BEACH - INSOMNIO GROUP (EX DISCOTEQUE KAMIKAZE - LA SERENA),Región de Coquimbo,La Serena,-29.933567342293,-71.28194147116392,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13957                         ,2026-09-12,279.0
3727,D-145-2024,Denuncia,Terminado - Sanción,2024-07-11,2025-07-15,No,2.5,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3727                          ,19717,COMICS BAR IQUIQUE,Región de Tarapacá,Iquique,-20.21713714326625,-70.15274714970134,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/19717                         ,2026-09-12,369.0
3730,D-150-2024,Denuncia,Terminado - Sanción,2024-07-15,2025-04-16,No,27.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3730                          ,19553,JUST BURGER PROVIDENCIA,Región Metropolitana,Providencia,-33.42316196136067,-70.6107123827995,Equipamiento,Restorán / Servicio de comidas,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/19553                         ,2026-09-12,275.0
3741,D-157-2024,Denuncia,Terminado - Sanción,2024-07-25,2025-08-19,No,1.6,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3741                          ,22726,Galpon Pellet Futrono,Región de Los Ríos,Futrono,-40.116565,-72.356403,Forestal,Aserradero / procesadora de madera,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22726                         ,2026-09-12,390.0
3745,D-154-2024,Denuncia,Terminado - Sanción,2024-07-25,2025-04-30,No,9.9,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3745                          ,22017,Distribuidora JV e Hijos,Región de Ñuble,Chillán,-36.6057,-72.12018,Agroindustrias,Matadero / frigorífico,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22017                         ,2026-09-12,279.0
3747,D-161-2024,Denuncia,Terminado - Sanción,2024-07-26,2025-04-30,No,1.5,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3747                          ,19271,ROYAL EAGLE EVENTOS,Región de Antofagasta,Antofagasta,-23.66196236981657,-70.39423117299185,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/19271                         ,2026-09-12,278.0
3749,D-165-2024,Denuncia,Terminado - Sanción,2024-07-30,2025-05-20,No,1.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3749                          ,17235,COMPLEJO DEPORTIVO SAN JOAQUÍN ORIENTE,Región Metropolitana,San Joaquín,-33.510663,-70.622091,Equipamiento,Centro deportivo / gimnasio,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17235                         ,2026-09-12,294.0
3750,D-164-2024,Denuncia,Terminado - Sanción,2024-07-30,2025-08-04,No,3.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3750                          ,21523,Iglesia Centro Cristiano Integral Manos que Salvan,Región de Los Ríos,Valdivia,-39.82577,-73.21569,Equipamiento,Centro de culto religioso / espiritual,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/21523                         ,2026-09-12,370.0
3759,D-174-2024,Denuncia,Terminado - Sanción,2024-07-31,2025-05-06,No,2.1,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3759                          ,21183,CLUB HÍPICO DE PUNTA ARENAS,Región de Magallanes y la Antártica Chilena,Punta Arenas,-53.147732,-70.892938,Equipamiento,Otros equipamientos,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/21183                         ,2026-09-12,279.0
3778,D-183-2024,Denuncia,Terminado - Sanción,2024-08-14,2025-05-20,No,9.1,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3778                          ,22429,Club de Rodeo Antofagasta,Región de Antofagasta,Antofagasta,-23.67949,-70.41022,Equipamiento,Otros equipamientos,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22429                         ,2026-09-12,279.0
3786,D-186-2024,Denuncia,Terminado - Sanción,2024-08-19,2025-05-26,No,2.1,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3786                          ,9465,RILES PRODUCTORA DE AGAR S.A,Región de los Lagos,Llanquihue,-41.265999,-73.003695,Pesca y Acuicultura,Elaboración y procesado de recursos hidrobiológicos,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/9465                          ,2026-09-12,280.0
3788,D-188-2024,Denuncia,Terminado - Sanción,2024-08-21,2025-05-28,No,1.4,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3788                          ,21210,SUBURBIA RESTOBAR,Región Metropolitana,Providencia,-33.42698,-70.61881,Equipamiento,Restorán / Servicio de comidas,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/21210                         ,2026-09-12,280.0
3791,D-193-2024,Denuncia,Terminado - Sanción,2024-08-26,2026-06-09,No,13.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3791                          ,21461,PUEBLITO PEÑUELAS,Región de Coquimbo,Coquimbo,-29.94787,-71.29096,Equipamiento,Centro comercial,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/21461                         ,2026-09-12,652.0
3795,D-196-2024,Denuncia,Terminado - Sanción,2024-08-28,2025-08-13,No,2.2,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3795                          ,22651,Marmoteck,Región del Maule,Talca,-35.390842,-71.612494,Equipamiento,Taller,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22651                         ,2026-09-12,350.0
3797,D-199-2024,Denuncia,Terminado - Sanción,2024-08-29,2025-06-05,No,17.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3797                          ,22667,Club Chicureo Los Pimientos - Colina,Región Metropolitana,Colina,-33.275584,-70.70502,Equipamiento,Centro deportivo / gimnasio,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22667                         ,2026-09-12,280.0
3798,D-201-2024,Denuncia,Terminado - Sanción,2024-08-30,2026-07-29,No,2.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3798                          ,22134,ARAGUANEY RESTO BAR - SANTIAGO,Región Metropolitana,Santiago,-33.43942,-70.64528,Equipamiento,Restorán / Servicio de comidas,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22134                         ,2026-09-12,698.0
3801,D-192-2024,Denuncia,Terminado - Sanción,2024-08-30,2024-12-31,No,2.9,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3801                          ,22781,CENTRO DE EVENTOS DON ELIAS,Región de Valparaíso,Valparaíso,,,Equipamiento,Centro de eventos,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22781                         ,2026-09-12,123.0
3804,D-203-2024,Denuncia,Terminado - Sanción,2024-08-30,2025-06-10,No,5.9,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3804                          ,19437,Juegos Fisa,Región de Arica y Parinacota,Arica,-18.4864266664121,-70.2890914663915,Otras categorías,Otros,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/19437                         ,2026-09-12,284.0
3805,D-197-2024,Denuncia,Terminado - Sanción,2024-08-30,2025-06-05,No,7.5,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3805                          ,21441,PANADERIA LA VENEZOLANA,Región de la Araucanía,Lautaro,,,Equipamiento,Panadería,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/21441                         ,2026-09-12,279.0
3806,D-200-2024,Denuncia,Terminado - Sanción,2024-08-30,2025-09-01,No,68.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3806                          ,22120,AGROSUPER IQUIQUE,Región de Tarapacá,Iquique,-20.23046,-70.13529,Equipamiento,Centro comercial,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22120                         ,2026-09-12,367.0
3810,D-204-2024,Denuncia,Terminado - Sanción,2024-08-30,2025-09-03,No,2.4,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3810                          ,17237,BAR RAÍCES BEER & FOOD (EX BAR RAÍCES),Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,-45.569321,-72.0690965,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17237                         ,2026-09-12,369.0
3815,F-035-2024,Fiscalización,Terminado - Sanción,2024-09-06,2025-05-09,No,1.3,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3815                          ,14918,ETFA 025-01- SERPRAM S.A.,Región Metropolitana,Ñuñoa,-33.4709708,-70.60325239999997,ETFA,Aire - MP,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14918                         ,2026-09-12,245.0
3830,D-221-2024,Denuncia,Terminado - Sanción,2024-09-30,2025-07-02,No,20.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3830                          ,21444,SUPERMERCADO SANTA ISABEL HUÉRFANOS - SANTIAGO,Región Metropolitana,Santiago,-33.44016512359742,-70.65728084723962,Equipamiento,Centro comercial,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/21444                         ,2026-09-12,275.0
3832,F-040-2024,Fiscalización,Terminado - Sanción,2024-09-30,2025-07-02,No,31.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3832                          ,11339,ALCALDE S.A.,Región del Libertador General Bernardo O'Higgins,Olivar,-34.208037,-70.818408,Agroindustrias,Producción agrícola / cultivos,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11339                         ,2026-09-12,275.0
3836,D-227-2024,Denuncia,Terminado - Sanción,2024-09-30,2025-07-03,No,3.7,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3836                          ,22502,RESTAURANT DA FRANCO L’UMANITARIA - SANTIAGO,Región Metropolitana,Santiago,-33.441001,-70.634333,Equipamiento,Restorán / Servicio de comidas,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22502                         ,2026-09-12,276.0
3837,D-220-2024,Denuncia,Terminado - Sanción,2024-09-30,2025-07-03,No,2.8,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3837                          ,18619,SOL RESTAURANT,Región Metropolitana,Providencia,-33.43609101812073,-70.59414682242188,Equipamiento,Restorán / Servicio de comidas,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/18619                         ,2026-09-12,276.0
3838,F-041-2024,Fiscalización,Terminado - Sanción,2024-10-02,2025-06-30,No,1.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3838                          ,1362,PESQUERA ALCAR,Región de Coquimbo,Coquimbo,-30.322929,-71.570917,Pesca y Acuicultura,Centro de cultivo de moluscos / crustáceos,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/1362                          ,2026-09-12,271.0
3845,F-045-2024,Fiscalización,Terminado - Sanción,2024-10-11,2025-07-24,No,21.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3845                          ,11417,LANDCATCH CHILE LTDA. (PISC.CULULI),Región de los Lagos,Cochamó,-41.482411,-72.330502,Pesca y Acuicultura,Centro de cultivo de peces,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11417                         ,2026-09-12,286.0
3848,D-233-2024,Denuncia,Terminado - Sanción,2024-10-15,2025-07-18,No,13.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3848                          ,22074,GIMNASIO MUNICIPAL CHIGUAYANTE,Región del Biobío,Chiguayante,-36.910626,-73.029868,Equipamiento,Centro deportivo / gimnasio,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22074                         ,2026-09-12,276.0
3867,F-055-2024,Fiscalización,Terminado - Sanción,2024-10-25,2025-07-31,No,9.7,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3867                          ,18786,PFV AUSTRIAN SOLAR,Región de Atacama,Diego de Almagro,-26.310823,-69.870319,Energía,Parque solar,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/18786                         ,2026-09-12,279.0
3869,D-251-2024,Denuncia,Terminado - Sanción,2024-10-25,2026-03-18,No,5.5,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3869                          ,22414,PÁDEL POINT PARQUE PUYEHUE SUR– PEÑALOLÉN,Región Metropolitana,Peñalolén,-33.490298,-70.543799,Equipamiento,Centro deportivo / gimnasio,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22414                         ,2026-09-12,509.0
3894,F-063-2024,Fiscalización,Terminado - Sanción,2024-11-13,2025-10-29,No,2.3,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3894                          ,17673,EDIFICIO PICARTE,Región de Los Ríos,Valdivia,-39.814484,-73.243792,Equipamiento,Otros equipamientos,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17673                         ,2026-09-12,350.0
3899,D-263-2024,Denuncia,Terminado - Sanción,2024-11-19,2026-06-16,No,1.3,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3899                          ,22118,Lavandería la Moderna,Región de Arica y Parinacota,Arica,-18.478921,-70.317269,Equipamiento,Otros equipamientos,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22118                         ,2026-09-12,574.0
3900,D-264-2024,Denuncia,Terminado - Sanción,2024-11-19,2025-08-22,No,2.5,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3900                          ,21579,RESTAURANTE YU LUNG – PROVIDENCIA,Región Metropolitana,Providencia,-33.43681,-70.60116,Equipamiento,Restorán / Servicio de comidas,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/21579                         ,2026-09-12,276.0
3902,D-265-2024,Denuncia,Terminado - Sanción,2024-11-19,2026-06-04,No,7.9,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3902                          ,22493,LA CASA DEL CHEF - PROVIDENCIA,Región Metropolitana,Providencia,-33.44178,-70.63313,Equipamiento,Restorán / Servicio de comidas,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22493                         ,2026-09-12,562.0
3903,D-259-2024,Denuncia,Terminado - Sanción,2024-11-21,2026-05-28,No,7.5,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3903                          ,21275,PUB LA PINTA CCP,Región del Biobío,Concepción,-36.825076,-73.040966,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/21275                         ,2026-09-12,553.0
3906,D-271-2024,Denuncia,Terminado - Sanción,2024-11-25,2026-03-04,No,1.9,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3906                          ,21276,CENTRO DE EVENTOS AGUAYO CCP,Región del Biobío,Concepción,-36.81345,-73.064277,Equipamiento,Otros equipamientos,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/21276                         ,2026-09-12,464.0
3931,D-280-2024,Denuncia,Terminado - Sanción,2024-11-29,2025-09-02,No,3.6,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3931                          ,22388,RESTAURANTE BLUE MOON,Región de Coquimbo,Coquimbo,-29.94864,-71.33686,Equipamiento,Restorán / Servicio de comidas,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22388                         ,2026-09-12,277.0
3932,D-283-2024,Denuncia,Terminado - Sanción,2024-11-29,2025-08-29,No,1.9,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3932                          ,21279,BREAK LOMAS OUTDOORPARK CCP,Región del Biobío,Concepción,-36.78818119546611,-73.05377346023288,Equipamiento,Otros equipamientos,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/21279                         ,2026-09-12,273.0
3933,D-279-2024,Denuncia,Terminado - Sanción,2024-11-29,2025-11-13,No,1.4,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3933                          ,21374,La Barra Sport & Bar,Región de Tarapacá,Iquique,-20.256021,-70.13366,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/21374                         ,2026-09-12,349.0
3946,F-079-2024,Fiscalización,Terminado - Sanción,2024-12-09,2025-09-26,No,21.3,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3946                          ,1265,EMISARIO SUBMARINO PESQUERA SAN JOSE - LA PAMPILLA,Región de Coquimbo,Coquimbo,-29.9625,-71.3625,Pesca y Acuicultura,Elaboración y procesado de recursos hidrobiológicos,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/1265                          ,2026-09-12,291.0
3951,D-292-2024,Denuncia,Terminado - Sanción,2024-12-11,2025-10-01,No,2.7,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3951                          ,23119,Casa Rustika Pizzería,Región del Maule,Talca,-35.432682,-71.61015,Equipamiento,Restorán / Servicio de comidas,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/23119                         ,2026-09-12,294.0
3958,D-294-2024,Denuncia,Terminado - Sanción,2024-12-13,2026-05-08,No,8.8,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3958                          ,22062,Eagles’ College,Región de Tarapacá,Iquique,-20.25517,-70.13245,Equipamiento,Establecimiento educacional,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22062                         ,2026-09-12,511.0
3972,D-303-2024,Denuncia,Terminado - Sanción,2024-12-20,2025-10-02,No,2.4,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3972                          ,22725,REFUGIO AUSTRAL SPA,Región de los Lagos,Puerto Montt,,,Equipamiento,Restorán / Servicio de comidas,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22725                         ,2026-09-12,286.0
3979,D-304-2024,Denuncia,Terminado - Sanción,2024-12-23,2025-09-26,No,3.2,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3979                          ,22707,SUPERMERCADO SUREÑOS - PUERTO MONTT,Región de los Lagos,Puerto Montt,-41.4683,-72.91774,Equipamiento,Otros equipamientos,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22707                         ,2026-09-12,277.0
3983,D-301-2024,Denuncia,Terminado - Sanción,2024-12-23,2025-09-26,No,3.4,https://snifa.sma.gob.cl/Sancionatorio/Ficha/3983                          ,22070,Gimnasio Entrigym,Región de Antofagasta,Tocopilla,-22.08726,-70.18997,Equipamiento,Centro deportivo / gimnasio,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22070                         ,2026-09-12,277.0
